id_aluno,nome,curso,periodo,disciplinas_cursadas,areas_interesse
1279,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1280,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1281,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1282,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1283,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1284,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1285,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1286,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1287,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1288,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1289,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1290,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1291,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1292,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1293,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1294,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1295,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1296,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1297,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1298,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1299,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1300,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1301,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1302,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1303,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1304,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1305,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1306,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1307,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1308,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1309,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1310,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1311,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1312,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1313,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1314,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1315,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1316,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1317,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1318,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1319,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1320,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1321,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1322,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1323,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1324,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1325,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1326,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1327,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1328,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1329,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1330,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1331,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1332,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1333,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1334,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1335,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1336,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1337,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1338,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1339,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1340,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1341,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1342,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1343,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1344,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1345,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1346,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1347,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1348,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1349,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1350,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1351,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1352,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1353,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1354,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1355,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1356,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1357,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1358,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1359,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1360,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1361,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1362,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1363,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1364,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1365,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1366,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1367,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1368,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1369,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1370,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1371,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1372,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1373,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1374,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1375,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1376,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1377,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1378,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1379,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1380,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1381,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1382,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1383,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1384,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1385,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1386,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1387,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1388,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1389,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1390,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1391,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1392,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1393,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1394,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1395,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1396,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1397,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1398,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1399,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1400,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1401,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1402,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1403,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1404,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1405,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1406,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1407,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1408,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1409,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1410,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1411,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1412,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1413,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1414,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1415,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1416,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1417,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1418,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1419,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1420,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1421,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1422,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1423,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1424,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1425,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1426,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1427,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1428,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1429,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1430,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1431,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1432,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1433,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1434,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1435,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1436,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1437,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1438,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1439,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1440,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1441,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1442,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1443,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1444,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1445,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1446,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1447,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1448,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1449,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1450,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1451,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1452,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1453,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1454,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1455,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1456,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1457,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1458,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1459,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1460,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1461,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1462,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1463,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1464,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1465,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1466,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1467,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1468,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1469,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1470,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1471,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1472,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1473,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1474,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1475,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1476,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1477,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1478,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1479,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1480,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1481,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1482,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1483,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1484,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1485,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1486,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1487,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1488,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1489,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1490,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1491,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1492,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1493,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1494,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1495,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
1496,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
1497,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
1498,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
1499,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
1500,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
1501,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
1502,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
1503,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
